dVdlogDp
674981.69	6187716	4779439.5	3970841.2	3478688.5	3276240.5	3426720.5	4021582.5	4229176	4693111.5	4610247	4676144.5	4522047	4846820	4932424.5	5258568	5983693.5	5265495.5	5776742	5850340.5	7353006.5	6746010	7790422	7588213	8669187	8030339	8104918	10582965	11926510	12172827	12355906	13864516	13698672	14045892	15905120	18595456	18338424	19914062	20921804	17344930	16599726	21304262	23854712	23967916	22279122	21389874	23936604	25893060	23151142	25570018	32617018	24985488	28192774	18768616	26275284	25203056	24256012	24132640	24964388	18389816	32000646	30413032	29389412	26778694	33607552	27604918	28249292	33072642	32047082	21350628	32767406	29813602	42559172	27758604	36211732	27818662	27818662	27818662	27885160	21891592	33277486	25322206	31615394	42892588	45757920	24438228	21890376	26266146	34188080	21480648	22378912	34962416	35737776	25258882	25448584	13700294	31842744	19432006	25280180	25998828	22416374	27564522	34301816	12228106	19458440	8489753	20525462	853146.06	42551188	14934823	15968030	8011871.5	24494376	1550322.6	8900804	9187815	27286916	1159490.5	19584112	11081961	654651.56	32378666	21995480	24858850	12144713	12468940	12855288	13153171	0	1691561.5	14946246	1791607.2	907684	0	16111035	1964794.8	0	17205576	1087141.4	1106085.2	0	2338705.5	0	0	0	0	1297734.5	0	0	0	0	0	0	0	0	0	1602779.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
697874.5	6187716	4779439.5	3970841.2	3478688.5	3276240.5	3426720.5	4021582.5	4229176	4693111.5	4610247	4676144.5	4522047	4846820	4932424.5	5258568	5983693.5	5265495.5	5776742	5850340.5	7353006.5	6746010	7790422	7588213	8669187	8030339	8104918	10582965	11926510	12172827	12355906	13314300	13698672	14045892	15372379	14542747	12926129	11538185	12564712	11225748	13842741	12998030	11871263	10262752	12957757	15087757	14946206	13778910	17903414	15925590	15229139	15723808	8985182	14079929	10914346	13280283	11656458	13661028	18457760	18389816	9539054	15925722	15056700	21948382	12081437	16210280	16141691	17791970	21418874	15267370	17675050	20056858	17861684	25752146	17861684	17861684	17861684	17861684	9937155	20357094	7989609.5	16240907	19638310	17209358	7173906.5	13277865	10153430	26266146	11674550	18789414	19486428	24620146	13151669	13650978	17795980	9753504	14426662	19432006	25280180	11322604	22416374	34214816	17993252	12228106	25553744	8489753	14466791	853146.06	36832744	8202306.5	8886441	8011871.5	8978097	1550322.6	8900804	1102504.2	569976.12	1159490.5	10393811	11081961	654651.56	1339560.2	1356605.8	14028465	1460455.1	24337208	12855288	13153171	0	14183685	2600050.8	1791607.2	907684	0	950309.56	1964794.8	0	2089323.5	0	1106085.2	3450880	2338705.5	0	0	19872120	0	1297734.5	0	0	0	0	0	0	0	0	0	1602779.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720767.25	6187716	4779439.5	3970841.2	3478688.5	3276240.5	3426720.5	4021582.5	4229176	4693111.5	4610247	4676144.5	4522047	4846820	4932424.5	5258568	5983693.5	5265495.5	5776742	5850340.5	7353006.5	6746010	7790422	7588213	8669187	8030339	8104918	10582965	11926510	10908332	12029585	11178609	11607334	12831724	11901824	13681478	12926129	11538185	12564712	11225748	10857854	12998030	11871263	10262752	12957757	13802741	14946206	13484336	12939877	11536030	12495785	13086893	8985182	14079929	10914346	13280283	11656458	13661028	10420716	15545026	9539054	15925722	15056700	18107096	12081437	15525456	16141691	17052506	13773886	15267370	17675050	20056858	17861684	25752146	17861684	17861684	17861684	17861684	9937155	20357094	7989609.5	16240907	2311832.8	3799480.2	7173906.5	13277865	10153430	4277760	11674550	4217682.5	3222007.2	24620146	2994506.2	13650978	17795980	2222521	3485403.2	3323643.2	28345822	3245744.8	3700482.5	2440131.8	2888884.5	2237849	4250368.5	26951314	2070225.9	3006511.5	4007862	3681311	3789751.8	2454814.8	1509764.9	2094473.8	3239466.2	1102504.2	569976.12	1159490.5	1837798.4	2524718.5	654651.56	1339560.2	1356605.8	3565414.5	1460455.1	2271179.2	4682556.5	1585445	0	2540498.5	1742511.4	1791607.2	907684	2874007.2	950309.56	16563521	0	2089323.5	1087141.4	1106085.2	2299960.8	2338705.5	0	0	3843632.2	0	0	0	0	0	0	0	0	0	0	0	1602779.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1979710.4	1892180.1	1582656.4	1378448	1285767.2	1380790.1	1619525.1	2011747.4	2432585.2	2553343	2476642.2	2327307.2	2160575.5	2011478.6	2085722.4	2160217.8	2055846.4	2058719.4	1873455.4	2015782.2	2040192.6	2119963.8	2154428	2199267.2	2567267.2	2634653	2912233.2	3245491	3106841.2	3142166.2	3399615.8	3156967.2	3522849.8	3475064.2	3377236	3531651.5	3196431.8	3479896.5	3407202.2	2962574.2	3092502.2	2993437.2	3062916.8	3058265.2	3173962.2	3087224.2	3409839.8	3425875.8	2923773.2	2589376.8	3128287	3710290.2	3323571.8	3275754	3886136	3215578.5	3952927.8	3156360	3248701.5	3435400.2	3691670	3899772.2	3876433	3571974.5	3694781.8	3967801.2	4490569.5	3672434.5	3176124.2	5075114.5	4262475.5	4086920	3770461	3399300	3770461	3770461	3770461	3770461	4580842.5	5940978	4090826.8	4279692.5	2311832.8	3456311	3420535.5	5261035.5	3530286.5	3269100.8	4473452	4217682.5	3222007.2	5764973.5	2994506.2	3893769.8	5654548	2222521	3204995.8	3323643.2	5301449.5	3245744.8	3696442.2	2440131.8	2888884.5	2237849	2322014.2	5619776.5	2070225.9	3006511.5	4007862	3681311	1892430.8	1967711.1	1509764.9	2094473.8	2151983.5	1102217.2	569874.38	1184255.2	1836627.5	2524718.5	1963619	1339560.2	1356605.8	2853550	1460455.1	1506628.6	2333502.8	1585445	0	2540498.5	1715571	893611	907684	1865613.9	0	1977670.2	3113106	2089323.5	1087141.4	2223007.5	3445095.8	2346328.5	0	0	2561418.2	0	0	1242092.8	0	0	0	0	0	0	0	1646950.1	3251376.5	0	0	0	0	0	0	0	0	0	2066946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3872770.8	3821485.5	3289749.8	2915679.5	2836153.2	3104844.5	3801300.8	4780885.5	6003911.5	6565899.5	6336575	6008773	5744112.5	5642944	5819755.5	5930635	5967010.5	5782495.5	5745343.5	5845894.5	6019881.5	6133414.5	6455879	6615285	7382511	7918416.5	8819316	9147743	9641996	9587736	9994756	10196908	10720553	10349799	10324523	10330647	10238737	9946257	10043512	9420944	9438946	8747463	9088946	9220078	8267322	9329892	9088801	9361205	8328201.5	7948328	8494562	8619315	7715501	7342486.5	7454870	6842719	7846034	7630362	6833267.5	7072432	8223811.5	8415557	7269710.5	7020393	6421071	8249126	7285049.5	6938724.5	7204449.5	7612164.5	6640626	6586065	6496486	7376361	6496486	6496486	6496486	6496486	7357164	8131793	7433796	5387259	3304880.5	5872151	4141651.5	6769420	6082707	5106539	7238552.5	5765723	4606592.5	6961077	4237558.5	4924408	7539113	3060169	5522336	3918630	7807506	4217848.5	4040374.2	2788304.5	3986913.5	2618927.5	4250368.5	5619776.5	2485790.5	5149047	5336436	5531584.5	3789751.8	3434306.5	2537879.2	2617014	2151983.5	1097844.6	1139850.5	1784871.6	1222120.4	2528172.8	2620160.8	1350430	1378823.2	2861409.2	1460455.1	2259765	3120509	1588058.9	0	2540498.5	1700880	0	0	2798309.2	950309.56	1995436.1	4148089.2	2110353.2	2176546.2	2235182.5	3445095.8	2346328.5	0	1229901	2561418.2	0	0	2549053	0	0	0	0	1492430.4	0	0	1646950.1	1602779.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430715	9085124	7687106.5	6650652	6434524.5	6816017.5	8133919.5	9904030	12086495	13241154	12321256	11774161	10999524	10881102	11271666	11528830	11634299	11356310	11470061	11293582	12122435	11411119	12688749	12840698	14807997	15463779	16260214	17039326	18849072	17353902	18624726	18218548	18805036	19706458	18849110	20480474	19968434	18004546	19201022	17684118	17204298	18752056	17897292	16424564	18051116	20045408	20625166	19419666	18344306	16894982	17862060	17995918	13377111	18146662	14483080	16907424	15549564	18135030	14005282	19182058	14071195	20441508	18449978	21555514	14807727	19806782	18936172	20318796	17802212	18712134	20053200	22556004	20587708	29729206	20587708	20587708	20587708	20587708	12713476	22547910	11332579	18302324	6455131.5	7608152	7895023	15918843	12705852	6538802	14439650	7760625.5	5999556	27032488	5734630	14951271	22377080	8400121	5820126	5430941.5	31149614	5532429.5	4716788.5	5227992.5	5051780.5	3729526.2	6583542.5	27759572	3328346.8	5587145	7576135	5992578	5699672	3921410.2	4565722	3661509.8	4329903.5	1103157.5	2298678	5372096	2445411.5	3171855	10866931	2702647.5	2069890.9	5005907.5	2205040.5	3024315.5	5471605.5	3211859.5	1644301.9	5088976	1727541.8	0	0	4739621	950309.56	16581286	19626610	2092394.8	2183857.2	3362867.5	5750841	3548806	0	1229901	6405050.5	0	0	2645433.8	0	0	0	0	0	0	0	0	3316240.8	0	1808520	0	0	0	0	0	0	0	2081322.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19703720	18422600	14999761	12615932	12190456	12433465	14790246	17617012	21775688	22916088	21366908	19186370	18052104	17702496	17513300	17570712	17186694	16515450	16654049	16851492	16569908	16983312	18641016	16743194	20779550	20531536	20990192	21850588	24075316	23004718	24948372	23784236	27079638	26154812	26537648	27500508	26421480	23696024	24978412	23641744	23725836	25212416	25335288	22166612	25635724	27767890	29780834	25975658	28223204	26497058	26389298	26794180	19884108	28970856	23836072	30540912	24107912	25604112	18998510	29929830	22336902	28940110	28554932	32653300	24503816	19806782	30272882	33213292	25283146	33891488	28095288	27764528	38291712	38763680	38291712	38291712	38291712	38291712	19908376	22547910	20445696	23923860	17567464	21018030	21544666	15918843	24829690	24557018	14439650	7760625.5	21422690	34362112	15143275	22639024	22377080	8400121	5820126	5430941.5	31149614	13609289	8016249	14663257	5051780.5	4116322	22216894	27759572	11937060	9812261	7576135	5992578	10796361	3921410.2	4565722	3661509.8	4329903.5	2231499	3453335	5372096	2445411.5	3171855	10866931	3361824	2069890.9	13316601	1470287	13491246	5471605.5	4006615.5	2471314.2	4246351.5	1718382.2	0	0	4739621	964968	16581286	19626610	2113730	2183857.2	3362867.5	4599673.5	3548806	0	1229901	6405050.5	0	0	2580566.2	0	0	0	0	1514580.2	0	0	0	3389635	0	1808520	0	1866106.6	0	0	0	0	0	6405872.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9807979	9467278	7929539.5	6726510	6434524.5	6816017.5	8133919.5	9904030	12086495	13241154	12321256	11774161	10999524	10881102	11271666	11528830	11634299	11356310	11470061	11293582	12122435	11411119	12688749	12840698	14807997	15463779	16260214	17208096	18904692	17353902	18624726	18218548	18805036	19706458	18849110	20480474	21393806	19392852	19909122	19478336	17204298	18865660	20529670	18919472	18653998	20045408	21442632	19419666	18344306	16894982	17862060	17995918	16672883	19908818	18210176	22141374	18302062	18017570	14005282	19182058	18564514	19063150	18892356	19574770	16951056	8249126	19403242	20318796	17076290	23699232	14688869	12196340	25247934	18960360	25247934	25247934	25247934	25247934	14972420	8131793	17312054	11962644	6455131.5	7608152	17960826	6769420	18789516	6538802	7660428	5765723	5999556	15506942	5734630	12881817	7542357	3075820.2	5522336	4826382	7807506	5532429.5	5723676	5227992.5	3986913.5	3370608.8	6592128	4818082.5	3328346.8	5587145	5336436	5531584.5	5699672	3434306.5	4565722	2617014	2157486.2	2231499	3453335	1784871.6	2445411.5	2528172.8	2620160.8	3361824	2069890.9	2861409.2	2930531.5	3024315.5	3120509	2394469.8	2471314.2	2548836.5	1733351.8	0	914598.88	2814817	1937721.5	2009836	5190864	2114803	2183857.2	3362867.5	3444847.8	2345206.5	0	2461576.2	3631411.2	0	0	2580566.2	1369987.2	0	0	0	1514580.2	0	0	0	3389635	0	1808520	0	1866106.6	0	0	0	0	0	6405872.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6156681	6252444	5197444	4304049.5	3985227.5	4171797.8	4911673	6110506	7593465.5	8624440	8290946	7726151	7245973	7026717	7139588.5	7171010	7056869	6739742.5	6713196.5	6699205	6677488	6830587.5	7362058	7380959.5	7808124.5	8452662	9363579	9615011	10187289	10428870	10570441	10698796	11661892	10678072	10443462	10391976	10644625	10040976	10043512	9607904	9751468	9066297	9088946	9438553	8267322	9329892	9088801	9361205	8328201.5	7948328	8494562	8619315	7715501	7342486.5	7454870	6842719	7846034	7630362	6833267.5	7072432	8223811.5	8415557	7269710.5	7020393	6421071	4994664.5	7285049.5	6938724.5	7204449.5	7612164.5	6640626	6586065	6496486	7381292.5	6496486	6496486	6496486	6496486	7357164	5947511.5	7433796	5392281.5	6455131.5	7264983	4678015	5447737	6082707	5530142.5	6395977.5	4424191	5999556	6961077	5734630	4924408	4845822	3075820.2	4354822.5	4215805	6259650.5	5207853	5723676	4889898.5	2900979.8	3357205.8	6592128	2809304.2	4157934.5	5577994	4892432	5073250	5698277.5	2961173	4565722	2617739.2	2153223.5	2228240	3453335	1781952.8	1781729.1	2503393	2610335	2702647.5	1369110.2	2861409.2	1460244.6	2263619.5	3087631.5	2394469.8	1639734.2	2547822.2	1735698	0	916248.25	1881898.6	1930583.2	2009836	3112741.2	2114803	2174974.5	2229824	2266653.5	2341151	0	2471129.8	1069992.9	0	0	1338473.5	2736886.5	0	0	0	1514580.2	0	0	0	3378568.5	1754712.6	1808520	0	1854510.8	0	0	1995487.4	0	0	4324549.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3222287.2
20584090	20679860	17287848	14598785	13513549	13849327	15803702	20150462	25003782	28388578	27399446	25506742	22788004	22075264	22803706	22846772	22781088	21932114	20955824	20013112	20061140	19139838	22990860	23314986	25715030	28512506	32557942	33262606	34243168	37299396	36520148	36842072	36626288	34738744	35852528	32811866	31406000	28423458	27501166	31975566	30695854	27395836	27368630	25988962	28501176	24689118	23072856	27017266	21590830	23378970	21590048	19845896	24723084	19908818	18210176	23584628	20075032	18017570	14055770	19722016	19888962	19063150	18892356	19574770	16951056	7067902.5	21308606	23625504	17076290	22791518	14688869	12196340	25247934	18960360	25247934	25247934	25247934	25247934	14972420	5955192.5	17312054	11013818	15412318	21074610	18327658	5447737	18789516	24557018	7660428	4424191	18190876	14290702	17083866	12612162	4845822	8130518.5	4652613	4215805	6259650.5	12380434	8350762.5	12579874	2900979.8	3357205.8	16287007	2809304.2	11931834	12788863	4892432	5073250	18214758	2955130.5	4569578	2617739.2	2153223.5	3352208.5	4037412.8	591763.25	559608.69	2503393	2612561	1350430	1369110.2	11957557	1460244.6	13482403	3087631.5	2394469.8	1639734.2	2547822.2	1748586.9	888117.56	1837538.5	1881898.6	1938368.8	3015649	2052430.1	2113730	3252471	2213306.5	3421231.2	2341151	0	1239454.5	1069992.9	0	0	0	2736886.5	0	0	0	0	1546329.4	0	0	1676173.4	0	0	0	1854510.8	0	0	1995487.4	0	0	0	0	0	0	0	0	0	2428731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3222287.2
